A00.000 霍乱，由于O1群霍乱弧菌，霍乱生物型所致
A19.000x008 血行播散性肺结核（初治,耐多药）涂阴培阳
A19.000x009 血行播散性肺结核（初治,药物敏感）涂阳培阳
A19.000x010 血行播散性肺结核（初治,药物敏感）涂阴培阳
A19.000x011 血行播散性肺结核（复治,单耐药）涂阳培阳
A19.000x012 血行播散性肺结核（复治,单耐药）涂阴培阳
A19.000x013 血行播散性肺结核（复治,多耐药）涂阳培阳
A19.000x014 血行播散性肺结核（复治,多耐药）涂阴培阳
A19.000x015 血行播散性肺结核（复治,广泛耐药）涂阳培阳
A19.000x016 血行播散性肺结核（复治,广泛耐药）涂阴培阳
A19.000x017 血行播散性肺结核（复治,耐多药）涂阳培阳
A19.000x018 血行播散性肺结核（复治,耐多药）涂阴培阳
A19.000x019 血行播散性肺结核（复治,药物敏感）涂阳培阳
A19.000x020 血行播散性肺结核（复治,药物敏感）涂阴培阳
A19.001 急性血行播散型肺结核
A19.100 多个部位的急性粟粒型结核
A19.200 急性粟粒型结核
A19.200x001 急性血行播散性结核
A19.800 粟粒型结核,其他的
A19.801 亚急性血行播散型肺结核
A19.802 慢性血行播散型肺结核
A19.803 亚急性血行播散型结核
A19.900 粟粒型结核
A19.900x004 全身血行播散性结核
A19.900x005 结核性多浆膜腔积液
A19.901 结核性多浆膜炎
A19.902 全身性粟粒型结核
A20.000 腺鼠疫[腹股沟淋巴结鼠疫]
A20.000x001 腺鼠疫
A20.100 蜂窝织皮下型鼠疫
A20.101 皮肤型鼠疫
A20.200 肺鼠疫
A20.300 脑膜炎型鼠疫
A20.700 脓毒症型鼠疫
A20.800 鼠疫，其他形式的
A20.800x004 肠鼠疫
A20.800x005 眼鼠疫
A20.801 顿挫性鼠疫
A20.802 无症状鼠疫
A20.803 轻型鼠疫
A20.900 鼠疫
A20.900x002 鼠疫菌病[鼠疫耶尔森菌病]
A21.000 溃疡腺型土拉菌病
A21.100 眼腺型土拉菌病
A21.200 肺土拉菌病
A21.201+J17.0* 肺型土拉菌病
A21.300 胃肠土拉菌病
A21.300x002 咽腺型土拉菌病
A21.301 腹部土拉菌病
A21.700 全身性土拉菌病
A21.700x002 土拉菌脓毒症
A21.800 土拉菌病，其他形式的
A21.800x001 伤寒中毒型土拉菌病
A21.900 土拉菌病
A21.900x001 兔热病
A22.000 皮肤炭疽
A22.100 肺炭疽
A22.100x003 职业性炭疽
A22.102+J17.0* 炭疽肺炎
A22.200 胃肠炭疽
A22.200x001 肠炭疽
A22.700 炭疽性脓毒症
A22.800 炭疽，其他形式的
A22.801+G01* 炭疽脑膜炎
A22.900 炭疽
A23.000 马耳他布氏菌病
A23.000x001 羊布氏杆菌病
A23.100 流产布氏菌病
A23.100x001 牛布氏菌病
A23.200 猪布氏菌病
A23.300 犬布氏菌病
A23.800 布氏菌病，其他的
A23.900 布氏菌病
A23.900x001 布氏杆菌病[波状热]
A23.900x003 布氏杆菌性葡萄膜炎
A23.900x004 慢性布氏杆菌病
A23.900x005+G05.0* 布氏杆菌性脑炎
A23.900x006 布氏杆菌多发性神经根神经病
A23.901+M49.1* 布氏菌病脊柱炎
A23.902+M01.3* 布氏菌病关节炎
A23.903+N16.0* 布氏菌病肾小管-间质病变
A24.000 鼻疽
A24.000x002 马皮疽伯克霍尔德菌感染
A24.001 鼻疽假单胞菌感染性鼻疽
A24.002 鼻疽伯克霍德菌感染性鼻疽
A24.100 急性和暴发性类鼻疽
A24.100x002 类鼻疽脓毒症
A24.100x003 类鼻疽肺炎
A24.101 急性类鼻疽
A24.102 暴发性类鼻疽
A24.200 亚急性和慢性类鼻疽
A24.201 亚急性类鼻疽
A24.202 慢性类鼻疽
A24.300 类鼻疽，其他的
A24.400 类鼻疽
A25.000 螺菌病
A25.000x001 小螺菌鼠咬热
A25.100 链杆菌病
A25.100x001 念珠状链杆菌鼠咬热
A25.900 鼠咬热
A26.000 皮肤类丹毒
A26.700 丹毒丝菌脓毒症
A26.700x001 类丹毒脓毒症
A26.800 类丹毒，其他形式的
A26.800x001 播散性类丹毒
A26.900 类丹毒
A26.900x002 丹毒丝菌感染
A27.000 出血性黄疸钩端螺旋体病
A27.800 钩端螺旋体病，其他形式的
A27.800x001 流感伤寒型钩端螺旋体病
A27.900 钩端螺旋体病
A27.900x002 钩端螺旋体病感染中毒型
A27.900x004 钩端螺旋体病肺出血型
A27.900x005 钩端螺旋体病肾衰竭型
A27.900x006 钩端螺旋体病脑膜脑炎型
A28.000 巴斯德菌病
A28.001 巴斯德菌脓毒症
A28.100 猫抓病
A28.200 肠外耶尔森菌病
A28.800 动物源性细菌性疾病，其他特指的，不可归类在他处者
A28.801 人感染猪链球菌
A28.900 动物源性细菌性疾病
A30.000 未定类麻风
A30.000x001 未定类（I）麻风
A30.100 结核样型麻风
A30.100x001 结核样型（TT）麻风
A30.100x003 麻风性穿孔性足溃疡
A30.200 偏结核样型界线类麻风
A30.200x001 界限结核样型（BT）麻风
A30.300 中间界线类麻风
A30.300x001 界线类（BB）麻风
A30.300x002 混合型麻风
A30.400 偏瘤型界线类麻风
A30.400x001 界限瘤型（BL）麻风
A30.400x002 近瘤型中间型麻风
A30.500 瘤型麻风
A30.500x001 瘤型（LL）麻风
A30.800 麻风，其他形式的
A30.900 麻风
A30.900x002 麻木型麻风
A30.900x003 斑疹麻木型麻风
A30.900x004 斑疹性麻风
A30.900x005 神经性麻风
A30.900x006+H19.2* 麻风性点状角膜炎
A30.900x007+H32.0* 麻风性脉络膜炎
A30.900x008 麻风性神经病
A31.000 肺分枝杆菌感染
A31.000x001 肺非结核分枝杆菌病
A31.000x004 堪萨斯分枝杆菌感染
A31.000x005 胞内分枝杆菌感染
A31.001 肺非典型分枝杆菌病
A31.002 鸟-胞内复合分枝杆菌感染
A31.100 皮肤分枝杆菌感染
A31.100x002 溃疡分枝杆菌感染
A31.101 伯鲁里溃疡
A31.102 海分枝杆菌感染
A31.800 分枝杆菌感染，其他的
A31.800x001 猿猴分枝杆菌感染
A31.800x002 瘰疬分枝杆菌感染
A31.800x003 偶然分枝杆菌感染
A31.800x004 龟分枝杆菌感染
A31.800x005 土地分枝杆菌感染
A31.800x006 鸟分枝杆菌感染
A31.800x007 脓肿分枝杆菌感染
A31.801 淋巴结分枝杆菌感染
A31.802 足分枝杆菌病
A31.803 播散性非结核分枝杆菌病
A31.900 分枝杆菌感染
A31.900x001 分枝杆菌病
A31.901 非典型分枝杆菌感染
A32.000 皮肤利斯特菌病
A32.100 利斯特菌性脑膜炎和脑膜脑炎
A32.101+G01* 利斯特菌性脑膜炎
A32.102+G05.0* 利斯特菌性脑膜脑炎
A32.700 利斯特菌脓毒症
A32.701 单核细胞增多性利斯特菌脓毒症
A32.800 利斯特菌病，其他形式的
A32.801+I68.1* 利斯特菌性大脑动脉炎
A32.802+I39.8* 利斯特菌性心内膜炎
A32.803 眼腺利斯特菌病
A32.900 利斯特菌病
A36.000 咽白喉
A36.000x002 扁桃体白喉
A36.000x003 白喉性膜性咽峡炎
A36.000x004 白喉性悬雍垂麻痹
A36.100 鼻咽白喉
A36.200 喉白喉
A36.200x002 白喉性喉麻痹
A36.201 白喉性喉气管炎
A36.300 皮肤白喉
A36.800 白喉,其他的
A36.800x005+N33.8* 白喉性膀胱炎
A36.800x006+H22.8* 白喉性虹膜麻痹
A36.801+H13.1* 白喉性结膜炎
A36.802+I41.0* 白喉性心肌炎
A36.803+G63.0* 白喉性多神经炎
A36.804+N16.0* 白喉性肾小管-间质病变
A36.900 白喉
A36.900x002 播散性白喉
A37.000 百日咳博德特杆菌性百日咳
A37.100 副百日咳博德特杆菌性百日咳
A37.800 博德特杆菌属性百日咳，其他的
A37.800x001 支气管败血性杆菌百日咳
A37.900 百日咳
A37.900x003 百日咳肺不张
A37.900x004 百日咳肺气肿
A37.900x005 百日咳脑病
A37.901+J17.0* 百日咳肺炎
A39.000+G01* 脑膜炎球菌性脑膜炎
A39.000x004+G01* 双球菌性脑膜炎
A39.000x005+G01* 脑膜炎球菌性蛛网膜炎
A39.000x006+G01* 流行性脑脊髓膜炎轻型
A39.000x007+G01* 流行性脑脊髓膜炎普通型
A39.000x008+G01* 流行性脑脊髓膜炎暴发型
A39.001+G01* 普通型流行性脑脊髓膜炎
A39.002+G01* 暴发型流行性脑脊髓膜炎
A39.003+G01* 流行性脑脊髓膜炎
A39.100+E35.1* 沃-弗综合征
A39.200 急性脑膜炎球菌血症
A39.300 慢性脑膜炎球菌血症
A39.400 脑膜炎球菌血症
A39.500 脑膜炎球菌性心脏病
A39.501+I32.0* 脑膜炎球菌性心包炎
A39.502+I39.8* 脑膜炎球菌性心内膜炎
A39.503+I41.0* 脑膜炎球菌性心肌炎
A39.504+I52.0* 脑膜炎球菌性心炎
A39.800 脑膜炎球菌感染，其他的
A39.801+H13.1* 脑膜炎球菌性结膜炎
A39.802+G05.0* 脑膜炎球菌性脑炎
A39.803+G05.0* 脑膜炎球菌性脊髓脊膜炎
A39.804+M01.0* 脑膜炎球菌性关节炎
A39.805+M03.0* 脑膜炎球菌感染后关节炎
A39.900 脑膜炎球菌感染
A40.000 A族链球菌性脓毒症
A40.100 B族链球菌性脓毒症
A40.200 D族链球菌和肠球菌所致脓毒症
A40.300 肺炎链球菌性脓毒症
A40.800 链球菌性脓毒症，其他的
A40.900 链球菌性脓毒症
A40.901+N08.0* 链球菌性脓毒症性肾小球病变
A40.903+N16.0* 链球菌性脓毒症性肾小管-间质病变
A41.000 金黄色葡萄球菌性脓毒症
A41.100 葡萄球菌性脓毒症，其他特指的
A41.100x002 表皮葡萄球菌脓毒症
A41.101 凝固酶阴性葡萄球菌脓毒症
A41.200 葡萄球菌性脓毒症
A41.300 流感嗜血杆菌性脓毒症
A41.400 厌氧菌性脓毒症
A41.400x001 产气荚膜杆菌脓毒症
A41.500 革兰氏阴性病原体性脓毒症，其他的
A41.500x083 革兰阴性杆菌脓毒症
A41.500x087 粘球杆菌脓毒症
A41.501 大肠杆菌脓毒症
A41.502 铜绿假单胞菌脓毒症
A41.503 克雷伯杆菌脓毒症
A41.504 阴沟肠杆菌脓毒症
A41.505 变形杆菌脓毒症
A41.506 不动杆菌属性脓毒症
A41.800 脓毒症，其他特指的
A41.800x002 JK组棒状杆菌脓毒病
A41.801 枯草杆菌脓毒症
A41.802 类酵母菌脓毒症
A41.803 新型隐球菌脓毒症
A41.804 真菌脓毒症
A41.805 革兰阳性菌脓毒症
A41.806 微球菌属性脓毒症
A41.807 肠球菌性脓毒症
A41.900 脓毒症
A41.900x004 内毒素血症
A41.902+N08.0* 脓毒症性肾小球病变
A41.904+N16.0* 脓毒症性肾小管-间质病变
A42.000 肺放线菌病
A42.100 腹放线菌病
A42.200 颈面部放线菌病
A42.200x002 颌骨放线菌病
A42.700 放线菌病性脓毒症
A42.800 放线菌病，其他形式的
A42.800x002 放线菌皮肤感染
A42.800x003+G01* 放线菌脑膜炎
A42.801 涎腺放线菌病
A42.802 乳腺放线菌病
A42.803 肝放线菌病
A42.804 盆腔放线菌病
A42.805 阴道放线菌病
A42.900 放线菌病
A43.000 肺诺卡菌病
A43.000x001+J99.8* 肺诺卡菌肺炎
A43.100 皮肤诺卡菌病
A43.800 诺卡菌病，其他形式的
A43.800x001 播散性奴卡菌病
A43.801 脑诺卡菌病
A43.802 肾诺卡菌病
A43.900 诺卡菌病
A44.000 全身性巴尔通体病
A44.100 皮肤和黏膜皮肤的巴尔通体病
A44.800 巴尔通体病，其他形式的
A44.900 巴尔通体病
A48.000 气性坏疽
A48.100 军团病
A48.100x001 嗜肺军团菌肺炎
A48.100x003 军团菌性脑炎
A48.200 非肺炎性军团病[庞蒂亚克热]
A48.300 中毒性休克综合征
A48.400 巴西紫热
A48.800 细菌性疾病，其他特指的
A48.800x002 坏死性杆菌病
A48.801 鼻硬结病
A49.000 葡萄球菌感染
A49.001 葡萄球菌感染性菌血症
A49.002 耐甲氧西林金黄色葡萄球菌感染
A49.003 耐甲氧西林凝固酶阴性葡萄球菌感染
A49.004 甲氧西林敏感金黄色葡萄球菌感染
A49.100 链球菌和肠球菌感染
A49.100x004 草绿色链球菌感染
A49.100x005 屎肠球菌感染
A49.101 链球菌感染性菌血症
A49.102 肺炎球菌感染
A49.103 链球菌感染综合征
A49.200 流感嗜血杆菌感染
A49.201 流感嗜血杆菌感染性菌血症
A49.300 支原体感染
A49.301 支原体菌属感染性菌血症
A49.800 细菌性感染，其他的
A49.800x003 弗里德兰德杆菌感染
A49.800x014 产碱杆菌感染
A49.800x015 迟钝爱德华杆菌感染
A49.800x019 醋酸钙不动杆菌感染
A49.800x020 人苍白杆菌菌血症
A49.800x023 革兰阳性杆菌感染
A49.100x006 粪肠球菌感染
A49.801 大肠杆菌感染
A49.802 肺炎杆菌感染
A49.803 不动杆菌感染性菌血症
A49.804 变形杆菌感染
A49.805 克雷伯杆菌感染
A49.806 肠杆菌感染性菌血症
A49.807 沙雷菌感染
A49.808 雷极普鲁菲登菌感染
A49.809 幽门螺杆菌感染
A49.810 阴沟肠杆菌感染
A49.811 嗜麦芽窄食单胞菌感染性菌血症
A49.812 鲍曼不动杆菌感染
A49.813 克雷伯杆菌感染性菌血症
A49.814 铜绿假单胞菌感染
A49.815 肺炎克雷伯杆菌感染
A49.817 气球菌感染
A49.900 细菌性感染
A49.901 菌血症
A49.902 革兰阴性杆菌感染
A33.x00 新生儿破伤风
A34.x00 产科破伤风
A35.x00 破伤风，其他的
A35.x00x001 破伤风
A38.x00 猩红热
A38.x00x002+I41.0* 猩红热并发急性心肌炎
A38.x00x010 猩红热轻型
A38.x00x011 猩红热中毒型
A38.x00x012 猩红热脓毒型
A38.x00x013 猩红热外科型
A38.x00x014 猩红热产科型
A46.x00 丹毒
A50.000 有症状的早期先天性梅毒
A50.000x001+H32.0* 早期先天性梅毒性脉络膜视网膜炎
A50.000x002+K77.0* 早期先天性梅毒性肝炎
A50.001+H58.8* 早期先天性梅毒性眼病
A50.100 潜伏性早期先天性梅毒
A50.200 早期先天性梅毒
A50.300+H58.8* 晚期先天性梅毒性眼病
A50.300x002+H19.2* 晚期先天性梅毒性间质性角膜炎
A50.300x003+H32.0* 晚期先天性梅毒性脉络膜视网膜炎
A50.301+H19.2* 梅毒性角膜炎
A50.400 晚期先天性神经梅毒[青少年神经梅毒]
A50.400x001 晚期先天性神经梅毒[幼年型神经梅毒]
A50.400x002+G01* 晚期先天性梅毒性脑膜炎
A50.400x003+G05.0* 晚期先天性梅毒性脑炎
A50.400x004+G63.0* 晚期先天性梅毒性多神经病
A50.401 幼年型麻痹性痴呆
A50.402+G01* 先天性梅毒性脑膜炎
A50.500 有症状的其他晚期先天性梅毒
A50.500x001 先天性梅毒牙
A50.600 潜伏性晚期先天性梅毒
A50.700 晚期先天性梅毒
A50.900 先天性梅毒
A51.000 初期生殖器梅毒
A51.000x002 梅毒性下疳
A51.001 阴茎下疳
A51.002 一期梅毒
A51.100 初期肛门梅毒
A51.100x001 肛门梅毒
A51.200 初期梅毒，其他部位的
A51.201 唇下疳
A51.300 皮肤和黏膜二期梅毒
A51.300x002 二期早发梅毒疹
A51.300x003 二期晚发梅毒疹
A51.300x004 二期复发梅毒疹
A51.300x005 二期梅毒湿疣
A51.301 皮肤二期梅毒
A51.302 黏膜二期梅毒
A51.303 皮肤梅毒
A51.304 外阴扁平湿疣
A51.400 二期梅毒，其他的
A51.400x001 二期梅毒
A51.400x002+M90.1* 二期梅毒性骨膜炎
A51.400x005+H22.0* 二期梅毒性虹膜睫状体炎
A51.400x007+M63.0* 二期梅毒性肌炎
A51.400x008+K77.0* 二期梅毒性肝炎
A51.400x009+N74.2* 女性二期梅毒性盆腔炎
A51.400x010 二期梅毒性淋巴结炎
A51.401+G01* 二期梅毒性脑膜炎
A51.402+H22.0* 二期梅毒性葡萄膜炎
A51.403+H32.0* 早期梅毒性视网膜炎
A51.404+H58.8* 早期梅毒性眼病
A51.405+H58.8* 二期梅毒性眼病
A51.500 潜伏性早期梅毒
A51.900 早期梅毒
A52.000+I98.0* 心血管梅毒
A52.000x001+I52.0* 梅毒性冠状动脉口狭窄
A52.000x006+I39.1* 梅毒性主动脉瓣狭窄
A52.000x007+I39.1* 梅毒性主动脉瓣狭窄关闭不全
A52.000x011+I39.0* 梅毒性二尖瓣狭窄
A52.001+I68.1* 梅毒性大脑动脉炎
A52.002+I79.1* 梅毒性主动脉炎
A52.003+I79.0* 梅毒性主动脉动脉瘤
A52.004+I39.1* 梅毒性主动脉瓣关闭不全
A52.005+I52.0* 梅毒性心脏病
A52.006+I39.8* 梅毒性心内膜炎
A52.007+I41.0* 梅毒性心肌炎
A52.008+I32.0* 梅毒性心包炎
A52.009+I39.3* 梅毒性肺动脉反流
A52.100 有症状性神经梅毒
A52.100x005+G22* 梅毒性帕金森病
A52.100x006+G59.8* 梅毒性神经炎
A52.100x007+G05.0* 梅毒性脑炎
A52.100x008+G63.0* 梅毒性多神经病
A52.100x009+G01* 梅毒性脑膜炎
A52.100x010+G05.0* 梅毒性脑膜脑炎
A52.100x011 梅毒性痉挛性截瘫
A52.100x012+H48.1* 梅毒相关性视神经炎
A52.101 脊髓痨
A52.102+H58.0* 阿-罗瞳孔
A52.103+M14.6* 夏科关节病
A52.104+F02.8* 麻痹性痴呆
A52.105+G01* 三期梅毒性脑膜炎
A52.106+H48.0* 视神经梅毒
A52.200 无症状性神经梅毒
A52.300 神经梅毒
A52.700 晚期梅毒，其他有症状性的
A52.700x001 梅毒瘤
A52.700x003+J99.8* 鼻梅毒
A52.700x004+J99.8* 鼻窦梅毒
A52.700x007+K77.0* 梅毒性肝病
A52.700x008+M68.0* 梅毒性滑膜炎
A52.700x009+M68.0* 梅毒性腱鞘炎
A52.700x010+M63.0* 梅毒性肌炎
A52.700x012+N08.0* 梅毒性肾炎
A52.700x015+H58.8* 梅毒性眼病
A52.701+H22.0* 三期梅毒性葡萄膜炎
A52.702+H32.0* 三期梅毒性视网膜炎
A52.703+J99.8* 梅毒性喉炎
A52.704+J99.8* 肺梅毒
A52.705+K77.0* 梅毒性肝硬化
A52.706+M01.3* 梅毒性关节病
A52.707+M90.2* 骨梅毒
A52.708+H58.8* 晚期梅毒性眼病
A52.709+N08.0* 梅毒性肾小球病变
A52.710+K67.2* 梅毒性腹膜炎
A52.800 潜伏性晚期梅毒
A52.801 潜伏性三期梅毒
A52.900 晚期梅毒
A53.000 早期或晚期的潜伏性梅毒
A53.000x001 隐性梅毒
A53.000x002 梅毒血清反应阳性
A53.900 梅毒
A54.000 下泌尿生殖道的淋球菌感染不伴有尿道周或副腺的脓肿
A54.001 淋球菌性膀胱炎
A54.002 淋球菌性尿道炎
A54.003 淋球菌性宫颈炎
A54.004 淋球菌性阴道炎
A54.005 淋球菌性外阴阴道炎
A54.100 下泌尿生殖道的淋球菌感染伴有尿道周和副腺的脓肿
A54.100x002 淋球菌性尿道脓肿
A54.102 淋球菌性前庭大腺脓肿
A54.200 淋球菌性盆腔腹膜炎和其他泌尿生殖道的淋球菌感染
A54.200x004+N74.3* 淋球菌性输卵管炎
A54.201+N74.3* 淋球菌性女性盆腔炎性疾病
A54.202+N51.0* 淋球菌性前列腺炎
A54.203+N51.1* 淋球菌性睾丸炎
A54.204+N51.1* 淋球菌性附睾炎
A54.300 眼的淋球菌感染
A54.300x002+H19.2* 先天性淋球菌性角膜炎
A54.301+H13.1* 淋球菌性新生儿眼炎
A54.302+H13.1* 淋球菌性结膜炎
A54.303+H22.0* 淋球菌性虹膜睫状体炎
A54.400 肌肉骨骼系统的淋球菌感染
A54.401+M01.3* 淋球菌性关节炎
A54.402+M73.0* 淋球菌性滑囊炎
A54.403+M90.2* 淋球菌性骨髓炎
A54.404+M68.0* 淋球菌性滑膜炎
A54.405+M68.0* 淋球菌性腱鞘炎
A54.500 淋球菌性咽炎
A54.600 肛门和直肠的淋球菌感染
A54.600x001 淋球菌性直肠炎
A54.601 直肠淋球菌感染
A54.602 肛门淋球菌感染
A54.800 淋球菌感染，其他的
A54.801+G07* 淋球菌性脑脓肿
A54.802+I39.8* 淋球菌性心内膜炎
A54.803+G01* 淋球菌性脑膜炎
A54.804+I41.0* 淋球菌性心肌炎
A54.805+I32.0* 淋球菌性心包炎
A54.806+J17.0* 淋球菌性肺炎
A54.807+K67.1* 淋球菌性腹膜炎
A54.808 淋球菌性脓毒症
A54.809 淋球菌性皮肤病
A54.900 淋球菌感染
A54.900x001 淋病
A54.900x002 慢性淋球菌感染
A56.000 下泌尿生殖道的衣原体感染
A56.000x003 衣原体性尿道炎
